Date,AALB.AS,ACOMO.AS,AD.AS,AGN.AS,AJAX.AS,AKZA.AS,ALX.AS,AMG.AS,AMUND.AS,ARCAD.AS,ASM.AS,ASML.AS,AXS.AS,BAMNB.AS,BBED.AS,BESI.AS,BGHL.AS,BRILL.AS,BRNL.AS,CRBN.AS,CTAC.AS,DGB.AS,DSM.AS,EAS2P.AS,FUR.AS,GLPG.AS,GOJXN.AS,HAL.AS,HEIA.AS,HEIJM.AS,HEIO.AS,HOLCO.AS,HYDRA.AS,IEX.AS,INGA.AS,KENDR.AS,KPN.AS,LVIDE.AS,MT.AS,NEDAP.AS,NEDSE.AS,NSE.AS,NSI.AS,ORDI.AS,PHARM.AS,PHIA.AS,PNL.AS,PORF.AS,RAND.AS,REN.AS,ROOD.AS,SBMO.AS,SHELL.AS,SLIGR.AS,SNOW.AS,TIE.AS,TOM2.AS,TWEKA.AS,URW.AS,VALUE.AS,VASTN.AS,VLK.AS,VPK.AS,VTA.AS,WHA.AS,WKL.AS
2010-01-04,8.18349838256836,3.089914083480835,6.128686904907227,2.645846366882324,6.127661228179932,29.324983596801758,78.0,8.194963455200195,12.3836088180542,10.34440803527832,11.537247657775879,27.659259796142578,1.967913031578064,4.7959370613098145,10.836441993713379,0.8306044936180115,9.75,5.382684230804443,8.118332862854004,12.707550048828125,1.9331697225570679,2.8872458934783936,24.921451568603516,0.08371138572692871,52.98773956298828,4.849999904632568,6.619747638702393,44.62238311767578,26.919124603271484,9.39330005645752,23.34085464477539,11.610621452331543,8.75097942352295,1.4770616292953491,4.536896228790283,6.914679050445557,3.6897401809692383,141.1999969482422,53.427940368652344,9.105409622192383,0.5799999833106995,0.22635099291801453,47.38363265991211,3.8698861598968506,4.367201805114746,13.83266544342041,5.041499614715576,9.530449867248535,20.259628295898438,3.762784957885742,0.1899999976158142,10.353129386901855,10.527838706970215,12.269535064697266,3.1325290203094482,20.708332061767578,6.6003899574279785,9.511970520019531,68.60176849365234,3.624459981918335,17.24404525756836,17.51726531982422,20.687562942504883,0.6845952272415161,21.835214614868164,10.764404296875
2010-01-05,8.148955345153809,3.0786798000335693,6.077342510223389,2.63979434967041,6.16589879989624,29.10223388671875,75.0,8.169353485107422,12.3836088180542,10.731912612915039,11.630809783935547,27.710567474365234,1.8891960382461548,4.772007942199707,11.138388633728027,0.8462759852409363,9.899999618530273,5.408439636230469,8.564505577087402,12.61911392211914,1.853393316268921,2.889946937561035,24.755231857299805,0.08668339252471924,54.24797439575195,4.849999904632568,6.591499328613281,44.765384674072266,26.353832244873047,10.015473365783691,22.875598907470703,11.424674034118652,9.334376335144043,1.5639476776123047,4.624887466430664,6.878665924072266,3.702040195465088,139.60000610351562,52.923683166503906,9.188186645507812,0.5899999737739563,0.22635099291801453,46.901756286621094,4.24808931350708,4.337425231933594,13.803706169128418,5.094259738922119,9.511351585388184,20.558300018310547,3.7216529846191406,0.18000000715255737,10.498744010925293,10.5985746383667,12.15185546875,3.2026278972625732,21.0,6.921457767486572,9.702947616577148,68.51343536376953,3.9838857650756836,17.331296920776367,17.50510597229004,20.774898529052734,0.4414187967777252,22.01197624206543,10.760954856872559
2010-01-06,8.310164451599121,3.089914083480835,6.111786365509033,2.630441188812256,6.16589879989624,29.17752456665039,72.80000305175781,8.080161094665527,12.3836088180542,10.791023254394531,11.788899421691895,28.006999969482422,1.810479998588562,4.731705188751221,11.084709167480469,0.8306044936180115,9.8100004196167,5.408439636230469,8.889910697937012,12.772175788879395,1.853393316268921,2.781911611557007,24.80120277404785,0.08668339252471924,55.48234558105469,4.849999904632568,6.638581275939941,44.541561126708984,26.564823150634766,10.03065013885498,22.934246063232422,11.331704139709473,9.334376335144043,1.4480996131896973,4.632376670837402,6.893070697784424,3.7051141262054443,136.39999389648438,52.523475646972656,9.053675651550293,0.5799999833106995,0.22635099291801453,47.12664794921875,4.251145839691162,4.2083940505981445,13.591340065002441,5.165778160095215,10.409008979797363,20.65599822998047,3.700648307800293,0.18799999356269836,10.655277252197266,10.522961616516113,12.069991111755371,3.2376773357391357,21.09722328186035,6.905454158782959,9.746503829956055,69.10977172851562,4.75710391998291,17.11499786376953,17.68259048461914,20.74578857421875,0.4176296591758728,21.822359085083008,10.733354568481445
2010-01-07,8.2679443359375,3.0758700370788574,5.977905750274658,2.6838083267211914,5.974708557128906,28.70378875732422,73.0,8.12431526184082,12.3836088180542,10.804158210754395,11.51143741607666,27.49394416809082,1.7711210250854492,4.7682294845581055,10.769344329833984,0.8368731141090393,9.949999809265137,5.408439636230469,8.772497177124023,12.925237655639648,1.8372772932052612,2.781911611557007,24.567800521850586,0.08668339252471924,56.723167419433594,4.849999904632568,6.591499328613281,44.951900482177734,26.194595336914062,10.000297546386719,22.72702980041504,11.517647743225098,9.334376335144043,1.4480996131896973,4.742835521697998,6.893070697784424,3.637470245361328,140.39999389648438,53.49198532104492,9.571029663085938,0.5759999752044678,0.22635099291801453,47.12664794921875,4.390201568603516,4.218319892883301,13.514114379882812,5.155226707458496,10.409008979797363,21.258935928344727,3.646388053894043,0.18400000035762787,10.604312896728516,10.491250991821289,11.773228645324707,3.3590352535247803,22.06944465637207,7.026479244232178,9.602434158325195,68.38090515136719,5.134652137756348,17.162250518798828,17.50510597229004,20.967761993408203,0.4202728569507599,21.565244674682617,10.726454734802246
2010-01-08,8.28329849243164,3.10115122795105,6.039648056030273,2.7668869495391846,6.070303916931152,28.499855041503906,74.0,8.106654167175293,12.3836088180542,10.731912612915039,11.927629470825195,26.570449829101562,1.810479998588562,4.961553573608398,10.722375869750977,0.8525446653366089,10.130000114440918,5.408439636230469,9.557491302490234,13.34020709991455,1.8292192220687866,2.781911611557007,24.705726623535156,0.08608900755643845,56.92998123168945,4.849999904632568,6.45966911315918,44.84621047973633,26.214494705200195,10.197572708129883,22.969432830810547,11.446551322937012,9.334376335144043,1.439410924911499,4.848925590515137,6.841930389404297,3.6420812606811523,147.60000610351562,53.868167877197266,9.622764587402344,0.6299999952316284,0.22635099291801453,46.741146087646484,4.500223636627197,4.317574977874756,13.53342342376709,5.125916481018066,10.409008979797363,21.09981918334961,3.6792078018188477,0.1860000044107437,10.728084564208984,10.430267333984375,11.722063064575195,3.439210891723633,22.263887405395508,7.065487861633301,9.629237174987793,68.4029769897461,5.436689853668213,17.216781616210938,17.502676010131836,20.82584571838379,0.42291614413261414,21.533103942871094,10.691953659057617
2010-01-11,8.4061279296875,3.1404786109924316,6.046146869659424,2.723973035812378,5.9947829246521,27.83473777770996,73.69999694824219,8.274438858032227,12.3836088180542,10.49218463897705,11.579188346862793,25.57284164428711,1.8498380184173584,4.899209499359131,10.735796928405762,0.8494104743003845,10.130000114440918,5.279667854309082,9.684972763061523,13.330001831054688,1.772811770439148,2.7846124172210693,24.500608444213867,0.08608900755643845,57.944637298583984,4.849999904632568,6.450252056121826,45.144649505615234,27.070402145385742,10.015473365783691,23.3017520904541,11.408269882202148,9.334376335144043,1.4625808000564575,4.728481769561768,6.8426513671875,3.6789793968200684,144.0,53.0517578125,9.70036506652832,0.6299999952316284,0.22635099291801453,47.094512939453125,4.6071906089782715,4.35727596282959,13.662131309509277,5.169296741485596,9.530449867248535,21.194730758666992,3.65382719039917,0.18199999630451202,10.924662590026855,10.464422225952148,11.701595306396484,3.4782023429870605,21.58333396911621,7.001474380493164,9.88387393951416,68.5796890258789,4.75710391998291,17.31675148010254,17.50510597229004,20.65481185913086,0.42291614413261414,21.292064666748047,10.605698585510254
2010-01-12,8.191176414489746,3.1180057525634766,6.034448146820068,2.722872257232666,5.9842681884765625,27.423742294311523,72.4000015258789,8.087226867675781,12.3836088180542,10.341123580932617,11.195260047912598,25.994686126708984,1.810479998588562,4.839386940002441,10.916962623596191,0.8613209128379822,10.130000114440918,5.279667854309082,9.445111274719238,13.231362342834473,1.7566945552825928,2.781911611557007,23.984285354614258,0.0866536796092987,56.23848342895508,4.849999904632568,6.393753528594971,44.827552795410156,27.217687606811523,9.863723754882812,23.36430549621582,11.233262062072754,9.334376335144043,1.4625808000564575,4.647978782653809,6.907476425170898,3.6805155277252197,142.0,51.55498504638672,9.568441390991211,0.6100000143051147,0.22635099291801453,45.793460845947266,4.530786037445068,4.694742202758789,13.427240371704102,5.030948638916016,9.45405387878418,20.840229034423828,3.6288845539093018,0.18000000715255737,10.78268814086914,10.3278169631958,11.660662651062012,3.4041614532470703,20.90277671813965,7.079490661621094,9.662740707397461,68.33673095703125,4.304045677185059,17.287670135498047,17.492948532104492,20.36369514465332,0.42291614413261414,21.231006622314453,10.484945297241211
2010-01-13,8.271782875061035,3.10115122795105,6.022750377655029,2.7047152519226074,6.022506237030029,27.803356170654297,72.0,8.000685691833496,12.3836088180542,10.722060203552246,11.204938888549805,26.42793846130371,1.810479998588562,4.902988433837891,11.071290016174316,0.8494104743003845,10.130000114440918,5.279667854309082,9.326018333435059,13.190545082092285,1.700287103652954,2.8359291553497314,24.341472625732422,0.0842166393995285,56.41297912597656,4.849999904632568,6.356088161468506,44.80268478393555,27.480430603027344,10.12928581237793,23.532424926757812,11.312560081481934,9.334376335144043,1.4625808000564575,4.68729305267334,6.877223491668701,3.6743662357330322,140.0,51.4669303894043,9.565853118896484,0.5899999737739563,0.22635099291801453,45.69708251953125,4.561347961425781,4.57563591003418,13.552726745605469,5.016878128051758,9.45405387878418,20.93792724609375,3.7063369750976562,0.19200000166893005,10.742646217346191,10.254640579223633,11.596708297729492,3.50054669380188,21.48611068725586,7.100495338439941,9.54882526397705,68.71220397949219,4.228537082672119,17.340383529663086,17.359233856201172,20.30546760559082,0.42291614413261414,21.327415466308594,10.571199417114258
2010-01-14,8.233396530151367,3.089914083480835,5.940860748291016,2.711318254470825,5.9842681884765625,27.76884651184082,71.4000015258789,8.045722007751465,12.3836088180542,11.030749320983887,11.292047500610352,26.405136108398438,1.810479998588562,4.926918029785156,11.041093826293945,0.8525446653366089,10.130000114440918,5.279667854309082,9.366275787353516,13.319798469543457,1.7663649320602417,2.8359291553497314,24.436954498291016,0.08607909828424454,56.574546813964844,4.849999904632568,6.469084739685059,45.09490203857422,27.986019134521484,10.243098258972168,23.724000930786133,11.490302085876465,9.334376335144043,1.4191375970840454,4.724112510681152,6.878665924072266,3.700502634048462,142.0,52.731590270996094,9.539987564086914,0.6399999856948853,0.22635099291801453,45.61677932739258,4.599549770355225,4.535934925079346,13.73935317993164,5.0520524978637695,9.539999961853027,21.0747013092041,3.7142136096954346,0.1860000044107437,10.979268074035645,10.247323989868164,11.563451766967773,3.461115598678589,21.48611068725586,6.984470844268799,9.52202320098877,68.20419311523438,4.681593894958496,17.305843353271484,17.310604095458984,20.432836532592773,0.6845952272415161,21.33063316345215,10.681601524353027
2010-01-15,8.079862594604492,3.0618250370025635,5.998054027557373,2.654649257659912,6.127661228179932,27.55551528930664,71.0,7.938868522644043,12.3836088180542,11.250775337219238,11.314631462097168,26.063095092773438,1.810479998588562,4.908656120300293,11.124967575073242,0.8854554295539856,10.149999618530273,5.284817695617676,9.309245109558105,13.357213020324707,1.740578055381775,2.8359291553497314,24.11159896850586,0.08422655612230301,57.44701385498047,4.849999904632568,6.374920845031738,45.12599182128906,28.738414764404297,10.46692943572998,24.21271324157715,11.490302085876465,9.334376335144043,1.390175700187683,4.6055426597595215,7.000391960144043,3.6420812606811523,142.39999389648438,51.57898712158203,9.67449951171875,0.6000000238418579,0.22635099291801453,45.905914306640625,4.5827412605285645,4.56571102142334,13.623518943786621,4.994603633880615,9.539999961853027,20.725784301757812,3.740468740463257,0.1899999976158142,10.979268074035645,10.22049331665039,11.512286186218262,3.461115598678589,21.97222137451172,6.95146369934082,9.511970520019531,67.78455352783203,4.832612991333008,17.50397491455078,17.405418395996094,20.567481994628906,0.42291614413261414,21.218143463134766,10.792006492614746
