Date,Portfolio
2017-01-02,-0.0007589331096647152
2017-01-03,0.000682908943925705
2017-01-04,-0.0023700792712562932
2017-01-05,-0.001583297118676276
2017-01-06,0.0011303255845722118
2017-01-09,0.0016482057349710335
2017-01-10,-0.002243113188547833
2017-01-11,0.0004949244539992821
2017-01-12,0.0012087080502989388
2017-01-13,0.0003881323958225772
2017-01-16,-0.0005732067005983755
2017-01-17,-0.00045749987187681347
2017-01-18,-3.667447546670851e-05
2017-01-19,-0.0001349311905781854
2017-01-20,-0.0013148978007840927
2017-01-23,0.0016906883249740183
2017-01-24,0.0009954583141108652
2017-01-25,0.0029369211826886558
2017-01-26,-0.00030845079133297966
2017-01-27,0.002262629492350029
2017-01-30,0.001390566608449738
2017-01-31,-4.566805801226693e-05
2017-02-01,0.0024452976069329066
2017-02-02,-4.09885955965527e-05
2017-02-03,0.0016181948836756122
2017-02-06,-0.0006245113814766895
2017-02-07,0.0022839292606973535
2017-02-08,-0.0012470092824485078
2017-02-09,0.00019177227725531733
2017-02-10,-0.004654083045516065
2017-02-13,-0.0008926123278700591
2017-02-14,-0.0006158251400319343
2017-02-15,0.00018660654972239358
2017-02-16,0.0029660987827562412
2017-02-17,0.0004901428927216403
2017-02-20,-0.00031762914647957623
2017-02-21,-0.0008764996369415434
2017-02-22,-0.0015079301885236932
2017-02-23,0.009108312298416906
2017-02-24,-0.002252662939593928
2017-02-27,-0.001655373517743773
2017-02-28,0.0011369739503758571
2017-03-01,-4.376183653937598e-06
2017-03-02,0.0023372366277404524
2017-03-03,-0.0015562453417665933
2017-03-06,0.0009856669270340269
2017-03-07,0.00034584777305241465
2017-03-08,0.001827729497794658
2017-03-09,-0.001006118928173914
2017-03-10,0.000916119966743416
2017-03-13,-0.0013426557328801946
2017-03-14,0.0002675520734629272
2017-03-15,-0.0003766476041902588
2017-03-16,-0.0016096442399562215
2017-03-17,0.0011030024681209474
2017-03-20,0.0011111207319210751
2017-03-21,0.0005829373966156672
2017-03-22,0.0014658089894403637
2017-03-23,0.0024446263728273372
2017-03-24,0.0022220788684170606
2017-03-27,0.0005424615631029961
2017-03-28,0.0024130295378285956
2017-03-29,-0.0012773600468535924
2017-03-30,-0.0003292672334227929
2017-03-31,-0.0008868291249006672
2017-04-03,0.0010653855185711139
2017-04-04,-0.0002778499490970336
2017-04-05,0.00043053729334158793
2017-04-06,0.0001884457363990456
2017-04-07,0.001580171033548306
2017-04-10,0.00869630040006829
2017-04-11,-0.0012489794084073799
2017-04-12,0.0015509410397082958
2017-04-13,-9.912563610370745e-05
2017-04-17,0.0
2017-04-18,0.0028224258610163944
2017-04-19,-0.0031598495103609967
2017-04-20,0.001368413272404951
2017-04-21,-0.0001314874016858905
2017-04-24,0.00018660953970128325
2017-04-25,0.00839205734953061
2017-04-26,-0.0006120447576166415
2017-04-27,0.0030304434829530697
2017-04-28,0.0021532578744885007
2017-05-01,0.0
2017-05-02,0.002747354379552421
2017-05-03,-0.0018667255931609584
2017-05-04,0.0008132909622029208
2017-05-05,-0.0032928461471688248
2017-05-08,-0.00029833676237290917
2017-05-09,0.0018803584577847235
2017-05-10,-0.0008039658821927054
2017-05-11,0.000982045929073844
2017-05-12,0.0014715344390660134
2017-05-15,-0.0002874783326483675
2017-05-16,0.00017405092886267737
2017-05-17,-0.001755637715222022
2017-05-18,0.0016978252075394095
2017-05-19,-0.0005130495451764478
2017-05-22,-0.0015683392906555534
2017-05-23,0.0007706330356241085
2017-05-24,0.0020999536049032203
2017-05-25,0.00017190590846126043
2017-05-26,-0.001784003335973417
2017-05-29,0.00022128299509221593
2017-05-30,0.0016676693148301172
2017-05-31,0.0018162936330239005
2017-06-01,-0.00013553601290195442
2017-06-02,0.001751363348509377
2017-06-05,-0.00042764450381984183
2017-06-06,0.000989405935764189
2017-06-07,0.00094967147563883
2017-06-08,-0.0015421963490620388
2017-06-09,0.002369458511284249
2017-06-12,-0.004755382539135858
2017-06-13,0.0005182326354362678
2017-06-14,0.0008992273401115777
2017-06-15,1.5713357622192158e-05
2017-06-16,0.0056503316153494725
2017-06-19,0.0003678528313161472
2017-06-20,0.0004704027210409471
2017-06-21,-0.002113355705206074
2017-06-22,-0.0014307833637262927
2017-06-23,0.001596559523233073
2017-06-26,0.0010463812838416185
2017-06-27,-0.0036508603712456207
2017-06-28,-0.002112432088423842
2017-06-29,-0.004459485452308395
2017-06-30,-0.000486126257387352
2017-07-03,0.00037042924408171743
2017-07-04,-0.001822419047962084
2017-07-05,0.002010822854047051
2017-07-06,-0.0024764799027521454
2017-07-07,0.0008080096450854708
2017-07-10,0.00013307420601866034
2017-07-11,-0.0009125792897977803
2017-07-12,0.0010532208500714914
2017-07-13,-0.00040212830372218604
2017-07-14,0.0008158939522553663
2017-07-17,0.00025809083853475687
2017-07-18,8.309105331661884e-05
2017-07-19,0.0032652194058942494
2017-07-20,0.001740231317150889
2017-07-21,2.188882475834329e-05
2017-07-24,0.001331022618432745
2017-07-25,-0.0018503112134697268
2017-07-26,-0.0011740650115146583
2017-07-27,0.003359970232733151
2017-07-28,-0.0020251090899170935
2017-07-31,0.0004277448586112463
2017-08-01,0.002058991998617955
2017-08-02,0.00045677387565428666
2017-08-03,-0.0016483582159507052
2017-08-04,0.0032743562008545374
2017-08-07,-0.0023935854178577837
2017-08-08,-9.268199237776555e-05
2017-08-09,0.0001229475784203236
2017-08-10,-0.00040826959053351066
2017-08-11,-0.00013952997456806302
2017-08-14,0.0014594093380053603
2017-08-15,-8.929350036184137e-05
2017-08-16,-1.2485122133480426e-05
2017-08-17,0.0005891243528114609
2017-08-18,-0.002491313065782085
2017-08-21,-0.00015468424543931442
2017-08-22,0.002050363531122144
2017-08-23,-0.0012707986012782256
2017-08-24,-0.0004988883628749383
2017-08-25,-0.0008994054367203714
2017-08-28,-0.0025525855562692594
2017-08-29,0.0010534336103350042
2017-08-30,0.00032833831885891807
2017-08-31,0.002021070590503813
2017-09-01,0.0010674276541027081
2017-09-04,-0.001901684676926582
2017-09-05,0.002670555048151615
2017-09-06,3.0133710256331726e-05
2017-09-07,0.005401334966560489
2017-09-08,-0.0005375601456507804
2017-09-11,0.0014206877397239927
2017-09-12,0.0005292470559264232
2017-09-13,-0.00016278246320836315
2017-09-14,0.001901669521893461
2017-09-15,0.0006599904488721368
2017-09-18,-0.00032054953968431535
2017-09-19,0.001625330683890004
2017-09-20,-0.0024620031499919875
2017-09-21,0.0016226435462980127
2017-09-22,0.0015582343534279413
2017-09-25,0.0016544370505394885
2017-09-26,-0.0013825310912258997
2017-09-27,0.0006200576344805414
2017-09-28,0.0030034005417386004
2017-09-29,-0.00032103546033350336
2017-10-02,0.0010912281045898256
2017-10-03,0.0004832615456920351
2017-10-04,0.0001511444623571358
2017-10-05,-0.0014399618565008076
2017-10-06,7.443251558391635e-05
2017-10-09,0.0012592388110110304
2017-10-10,-0.0004072103185735485
2017-10-11,0.000916637471222379
2017-10-12,0.000637872784853619
2017-10-13,-0.0038139696311340994
